OBJECTID,FID_GRID_TAZ_50_100,grid_id,Grid_Area,FID_amap_TAZ_district_adjust,FID_1,TAZ,NO,FID_2,ID,SNAME,area,code,ORIG_FID,Distance,NewArea,Shape_Length,Shape_Area,segArea
2751,2433,2433,830368.6517,304,437,707,213,304,6710,BA402C-05,1763133.285,671,304,0,1756340,0.031957611,6.82779E-05,778341.8125
2752,2433,2433,830368.6517,305,438,708,214,305,6720,BA402D-04,2331135.597,672,305,0,2321700,0.004841232,7.44853E-07,8490.758789
2753,2433,2433,830368.6517,310,434,709,215,310,6670,BA402C-06,1795768.443,667,310,0,1789820,0.009625624,3.81889E-06,43532.92188
2754,2434,2434,830357.3277,290,407,740,246,290,6810,LG102B-04,1112264.31,681,290,0,1107180,0.002332445,3.19147E-07,3638.19043
2755,2434,2434,830357.3277,292,408,739,245,292,6780,LG102B-02,1223461.621,678,292,0,1218140,0.004135463,4.89768E-07,5583.215332
2756,2434,2434,830357.3277,304,437,707,213,304,6710,BA402C-05,1763133.285,671,304,0,1756340,0.023074013,3.24594E-05,370023.8125
2757,2434,2434,830357.3277,305,438,708,214,305,6720,BA402D-04,2331135.597,672,305,0,2321700,0.031378901,3.95733E-05,451115.1563
2758,2435,2435,830346.0378,290,407,740,246,290,6810,LG102B-04,1112264.31,681,290,0,1107180,0.01889843,7.05532E-06,80425.14063
2759,2435,2435,830346.0378,292,408,739,245,292,6780,LG102B-02,1223461.621,678,292,0,1218140,0.032914553,6.4922E-05,740069.3125
2760,2435,2435,830346.0378,305,438,708,214,305,6720,BA402D-04,2331135.597,672,305,0,2321700,0.012241043,8.64241E-07,9851.592773
2761,2436,2436,830334.7819,290,407,740,246,290,6810,LG102B-04,1112264.31,681,290,0,1107180,0.006507985,1.60407E-06,18285.63477
2762,2436,2436,830334.7819,291,161,743,248,291,6830,LG102B-06,1949436.467,683,291,0,1939160,0.013746293,4.11254E-06,46879.66797
2763,2436,2436,830334.7819,292,408,739,245,292,6780,LG102B-02,1223461.621,678,292,0,1218140,0.020888569,2.02877E-05,231263.7656
2764,2436,2436,830334.7819,293,409,744,249,293,6790,LG102B-03,1975938.386,679,293,0,1965850,0.027240978,4.68373E-05,533905.5625
2765,2437,2437,830323.5602,291,161,743,248,291,6830,LG102B-06,1949436.467,683,291,0,1939160,0.01926044,7.4978E-06,85469.05469
2766,2437,2437,830323.5602,293,409,744,249,293,6790,LG102B-03,1975938.386,679,293,0,1965850,0.031732381,6.42491E-05,732374.375
2767,2437,2437,830323.5602,303,160,737,243,303,6800,LG102A-04,3643682.844,680,303,0,3621900,0.005380817,1.09473E-06,12478.41992
2768,2438,2438,830312.3725,291,161,743,248,291,6830,LG102B-06,1949436.467,683,291,0,1939160,0.002893381,5.09717E-07,5810.394043
2769,2438,2438,830312.3725,293,409,744,249,293,6790,LG102B-03,1975938.386,679,293,0,1965850,0.012610445,5.00369E-06,57037.11328
2770,2438,2438,830312.3725,303,160,737,243,303,6800,LG102A-04,3643682.844,680,303,0,3621900,0.033157934,6.67417E-05,760781.5
2771,2438,2438,830312.3725,433,40,1026,379,433,6840,LG101-T1,1997383.096,684,433,0,1985480,0.00391068,5.86542E-07,6686.121094
2772,2439,2439,830301.2188,303,160,737,243,303,6800,LG102A-04,3643682.844,680,303,0,3621900,0.029397534,5.50427E-05,627416.875
2773,2439,2439,830301.2188,414,42,783,268,414,7140,LG103-T3,5250256.195,714,414,0,5214120,0.022130859,1.77989E-05,202885.6094
2774,2440,2440,830290.0992,414,42,783,268,414,7140,LG103-T3,5250256.195,714,414,0,5214120,0.037443592,6.34478E-05,723213.4375
2775,2440,2440,830290.0992,422,477,802,278,422,7150,LG103-14,3872907.071,715,422,0,3844950,0.014176884,9.39377E-06,107073.5078
2776,2441,2441,830279.0137,414,42,783,268,414,7140,LG103-T3,5250256.195,714,414,0,5214120,0.032225061,6.56102E-05,747854.1875
2777,2441,2441,830279.0137,422,477,802,278,422,7150,LG103-14,3872907.071,715,422,0,3844950,0.020018397,7.23137E-06,82424.82813
2778,2442,2442,830267.9622,405,154,805,280,405,7160,LG103-11,4028968.757,716,405,0,3996170,0.021291455,2.13934E-05,243848.7969
2779,2442,2442,830267.9622,414,42,783,268,414,7140,LG103-T3,5250256.195,714,414,0,5214120,0.024981858,2.67012E-05,304351.0313
2780,2442,2442,830267.9622,422,477,802,278,422,7150,LG103-14,3872907.071,715,422,0,3844950,0.022245475,2.4747E-05,282069.5938
2781,2443,2443,830256.9448,404,114,804,279,404,7170,LG103-12,2336222.004,717,404,0,2316430,0.016462854,1.43219E-05,163245.7188
2782,2443,2443,830256.9448,405,154,805,280,405,7160,LG103-11,4028968.757,716,405,0,3996170,0.031684695,5.68574E-05,648066.4375
2783,2443,2443,830256.9448,414,42,783,268,414,7140,LG103-T3,5250256.195,714,414,0,5214120,0.006452324,1.66229E-06,18947.54102
2784,2444,2444,830245.9614,404,114,804,279,404,7170,LG103-12,2336222.004,717,404,0,2316430,0.024470922,2.99772E-05,341684.9688
2785,2444,2444,830245.9614,405,154,805,280,405,7160,LG103-11,4028968.757,716,405,0,3996170,0.027386578,4.28644E-05,488561.0625
2786,2445,2445,830235.0121,203,9,779,264,203,7180,LG103-10,4072123.382,718,203,0,4036140,0.021288255,2.11351E-05,240890.25
2787,2445,2445,830235.0121,404,114,804,279,404,7170,LG103-12,2336222.004,717,404,0,2316430,0.023999045,3.16156E-05,360351.625
2788,2445,2445,830235.0121,405,154,805,280,405,7160,LG103-11,4028968.757,716,405,0,3996170,0.0191315,2.00909E-05,228990.4219
2789,2446,2446,830224.0969,203,9,779,264,203,7180,LG103-10,4072123.382,718,203,0,4036140,0.031516811,6.36296E-05,725229.6875
2790,2446,2446,830224.0969,402,83,773,259,402,7310,LG101-T2,5600351.14,731,402,0,5548160,0.015397007,8.51377E-06,97038.6875
2791,2446,2446,830224.0969,404,114,804,279,404,7170,LG103-12,2336222.004,717,404,0,2316430,0.004047621,6.98209E-07,7958.238281
2792,2447,2447,830213.2157,4,10,780,265,4,7380,LG104-T1,3390410.465,738,4,0,3359720,0.011143979,4.66421E-06,53160.35156
2793,2447,2447,830213.2157,203,9,779,264,203,7180,LG103-10,4072123.382,718,203,0,4036140,0.026583316,4.05249E-05,461880.0625
2794,2447,2447,830213.2157,402,83,773,259,402,7310,LG101-T2,5600351.14,731,402,0,5548160,0.018522393,1.82246E-05,207719.5625
2795,2447,2447,830213.2157,406,101,975,353,406,7320,LG104-01,1476871.988,732,406,0,1463280,0.010066219,6.14352E-06,70021.41406
2796,2447,2447,830213.2157,415,100,983,358,415,7330,LG104-01,1899088.407,733,415,0,1881610,0.008190651,3.28439E-06,37434.59375
2797,2448,2448,830202.3685,4,10,780,265,4,7380,LG104-T1,3390410.465,738,4,0,3359720,0.023076546,2.1117E-05,240677.5781
2798,2448,2448,830202.3685,203,9,779,264,203,7180,LG103-10,4072123.382,718,203,0,4036140,0.001858471,1.41848E-07,1616.654541
2799,2448,2448,830202.3685,406,101,975,353,406,7320,LG104-01,1476871.988,732,406,0,1463280,0.027855151,3.90025E-05,444525.6563
2800,2448,2448,830202.3685,415,100,983,358,415,7330,LG104-01,1899088.407,733,415,0,1881610,0.020559778,1.25784E-05,143361.4531
2801,2449,2449,830191.5554,4,10,780,265,4,7380,LG104-T1,3390410.465,738,4,0,3359720,4.25726E-05,6.88531E-11,0.784715831
2802,2449,2449,830191.5554,406,101,975,353,406,7320,LG104-01,1476871.988,732,406,0,1463280,0.0283913,4.80884E-05,548072.125
2803,2449,2449,830191.5554,415,100,983,358,415,7330,LG104-01,1899088.407,733,415,0,1881610,0.016663661,1.25612E-05,143165.3594
2804,2449,2449,830191.5554,421,102,984,359,421,7350,LG104-01,786154.8182,735,421,0,778921,0.014673327,1.21919E-05,138955.4844
2805,2450,2450,830180.7763,74,87,977,354,74,7390,LG104-02,1563684.037,739,74,0,1549470,0.009179332,2.52251E-06,28748.55469
2806,2450,2450,830180.7763,406,101,975,353,406,7320,LG104-01,1476871.988,732,406,0,1463280,0.012468956,8.50125E-06,96887.61719
2807,2450,2450,830180.7763,420,86,988,363,420,7400,LG104-02,1468785.187,740,420,0,1455530,0.021725587,2.26952E-05,258656.2188
2808,2450,2450,830180.7763,421,102,984,359,421,7350,LG104-01,786154.8182,735,421,0,778921,0.024949618,3.85424E-05,439274.125
2809,2450,2450,830180.7763,466,85,986,361,466,7360,LG104-09,777266.1399,736,466,0,770076,0.002021645,1.51226E-07,1723.575439
2810,2450,2450,830180.7763,467,73,981,356,467,7430,LG104-07,984223.7009,743,467,0,975179,0.0028012,4.28996E-07,4889.412109
2811,2451,2451,830170.0313,420,86,988,363,420,7400,LG104-02,1468785.187,740,420,0,1455530,0.029764214,5.25503E-05,598909.8125
2812,2451,2451,830170.0313,467,73,981,356,467,7430,LG104-07,984223.7009,743,467,0,975179,0.024675226,2.02913E-05,231260.0781
2813,2452,2452,830159.3203,70,65,792,274,70,7450,LG104-05,5112411.272,745,70,0,5069760,0.013694695,8.57543E-06,97729.90625
2814,2452,2452,830159.3203,420,86,988,363,420,7400,LG104-02,1468785.187,740,420,0,1455530,0.012647034,6.63587E-06,75625.66406
2815,2452,2452,830159.3203,464,72,982,357,464,7440,LG104-07,2713769.694,744,464,0,2689530,0.022546071,1.9518E-05,222443.7813
2816,2452,2452,830159.3203,467,73,981,356,467,7430,LG104-07,984223.7009,743,467,0,975179,0.025718155,3.81123E-05,434357.5313
2817,2453,2453,830148.6434,70,65,792,274,70,7450,LG104-05,5112411.272,745,70,0,5069760,0.0247654,3.04961E-05,347550.0938
2818,2453,2453,830148.6434,464,72,982,357,464,7440,LG104-07,2713769.694,744,464,0,2689530,0.027089914,4.23455E-05,482598.625
2819,2454,2454,830138.0005,70,65,792,274,70,7450,LG104-05,5112411.272,745,70,0,5069760,0.022945923,2.60716E-05,297122.9063
2820,2454,2454,830138.0005,462,483,811,285,462,7470,LG104-06,4195670.688,747,462,0,4161420,0.023647094,3.22611E-05,367665.875
2821,2454,2454,830138.0005,464,72,982,357,464,7440,LG104-07,2713769.694,744,464,0,2689530,0.016195529,1.45088E-05,165352.5156
2822,2455,2455,830127.3916,70,65,792,274,70,7450,LG104-05,5112411.272,745,70,0,5069760,0.00668247,1.28965E-06,14697.06836
2823,2455,2455,830127.3916,462,483,811,285,462,7470,LG104-06,4195670.688,747,462,0,4161420,0.033246136,7.1552E-05,815428
2824,2456,2456,830116.8168,68,52,771,258,68,7490,LG104-T2,12887972.52,749,68,0,12791200,0.017806619,5.43113E-06,61893.91406
2825,2456,2456,830116.8168,462,483,811,285,462,7470,LG104-06,4195670.688,747,462,0,4161420,0.032848861,6.74105E-05,768222.5
2826,2457,2457,830106.276,34,51,1018,373,34,4150,YT102-T2-01,24956704.35,415,34,0,24770500,0.000124952,3.7897E-10,4.318855286
2827,2457,2457,830106.276,68,52,771,258,68,7490,LG104-T2,12887972.52,749,68,0,12791200,0.034147839,7.28412E-05,830102.0625
2828,2458,2458,830095.7692,34,51,1018,373,34,4150,YT102-T2-01,24956704.35,415,34,0,24770500,0.031550254,6.20283E-05,706866.3125
2829,2458,2458,830095.7692,68,52,771,258,68,7490,LG104-T2,12887972.52,749,68,0,12791200,0.020498075,1.08133E-05,123226.6406
2830,2459,2459,830085.2965,34,51,1018,373,34,4150,YT102-T2-01,24956704.35,415,34,0,24770500,0.03416,7.28416E-05,830085.3125
2831,2460,2460,830074.8578,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.029395715,5.43909E-05,619816.6875
2832,2460,2460,830074.8578,34,51,1018,373,34,4150,YT102-T2-01,24956704.35,415,34,0,24770500,0.028463145,1.84507E-05,210258.6094
2833,2461,2461,830064.4531,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.034160001,7.28416E-05,830064.5
2834,2462,2462,830054.0825,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.034160001,7.28416E-05,830054.125
2835,2463,2463,830043.7459,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.03416,7.28416E-05,830043.75
2836,2464,2464,830033.4433,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.034160001,7.28416E-05,830033.5
2837,2465,2465,830023.1747,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.034160001,7.28416E-05,830023.25
2838,2466,2466,830012.9401,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.03416,7.28416E-05,830012.9375
2839,2467,2467,830002.7396,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.034160001,7.28416E-05,830002.8125
2840,2468,2468,829992.573,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.034160001,7.28416E-05,829992.625
2841,2469,2469,829982.4405,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.03416,7.28416E-05,829982.4375
2842,2470,2470,829972.342,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.033285951,7.11703E-05,810930.0625
2843,2470,2470,829972.342,486,55,1020,374,486,8170,LG401-T1,14774436.63,817,486,0,14624900,0.005661738,1.67135E-06,19044.14258
2844,2471,2471,829962.2776,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.034991702,6.33475E-05,721786.5
2845,2471,2471,829962.2776,486,55,1020,374,486,8170,LG401-T1,14774436.63,817,486,0,14624900,0.012631907,9.49415E-06,108179.1406
2846,2472,2472,829952.2471,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.033587864,7.08075E-05,806777.9375
2847,2472,2472,829952.2471,486,55,1020,374,486,8170,LG401-T1,14774436.63,817,486,0,14624900,0.006013114,2.03407E-06,23176.48047
2848,2473,2473,829942.2506,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.028846616,4.54062E-05,517347.5313
2849,2473,2473,829942.2506,486,55,1020,374,486,8170,LG401-T1,14774436.63,817,486,0,14624900,0.025301008,2.74354E-05,312594.5625
2850,2474,2474,829932.2882,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.022212046,1.35855E-05,154789.6563
2851,2474,2474,829932.2882,486,55,1020,374,486,8170,LG401-T1,14774436.63,817,486,0,14624900,0.032126629,5.92561E-05,675142.9375
2852,2475,2475,829922.3597,10,47,944,338,10,8200,LG401-T2,27162632.34,820,10,0,26888300,0.001377415,7.78805E-08,887.3016968
2853,2475,2475,829922.3597,24,50,881,307,24,8150,LG303-T2,50374308.87,815,24,0,50072700,0.00109161,5.1111E-08,582.3210449
2854,2475,2475,829922.3597,485,46,943,337,485,8190,LG401-02,9205471.419,819,485,0,9142580,0.0021028,7.26154E-08,827.3643799
2855,2475,2475,829922.3597,486,55,1020,374,486,8170,LG401-T1,14774436.63,817,486,0,14624900,0.03360842,7.264E-05,827625.75
2856,2476,2476,829912.4653,10,47,944,338,10,8200,LG401-T2,27162632.34,820,10,0,26888300,0.02959933,4.98788E-05,568287.6875
2857,2476,2476,829912.4653,485,46,943,337,485,8190,LG401-02,9205471.419,819,485,0,9142580,0.018631568,5.96361E-06,67944.13281
2858,2476,2476,829912.4653,486,55,1020,374,486,8170,LG401-T1,14774436.63,817,486,0,14624900,0.020096528,1.69992E-05,193680.625
2859,2477,2477,829902.6048,10,47,944,338,10,8200,LG401-T2,27162632.34,820,10,0,26888300,0.033507873,7.15967E-05,815721.5625
2860,2477,2477,829902.6048,485,46,943,337,485,8190,LG401-02,9205471.419,819,485,0,9142580,0.007636033,1.24492E-06,14184.14941
2861,2478,2478,829892.7784,10,47,944,338,10,8200,LG401-T2,27162632.34,820,10,0,26888300,0.034160001,7.28416E-05,829892.875
2862,2479,2479,829882.9859,10,47,944,338,10,8200,LG401-T2,27162632.34,820,10,0,26888300,0.034160001,7.28416E-05,829883.0625
2863,2480,2480,829873.2275,10,47,944,338,10,8200,LG401-T2,27162632.34,820,10,0,26888300,0.03416,7.28416E-05,829873.1875
2864,2481,2481,829863.5031,10,47,944,338,10,8200,LG401-T2,27162632.34,820,10,0,26888300,0.034160001,7.28416E-05,829863.5625
2865,2482,2482,829853.8126,10,47,944,338,10,8200,LG401-T2,27162632.34,820,10,0,26888300,0.034160001,7.28416E-05,829853.875
2866,2483,2483,829844.1562,10,47,944,338,10,8200,LG401-T2,27162632.34,820,10,0,26888300,0.03430169,7.18827E-05,818919.3125
2867,2483,2483,829844.1562,11,48,951,341,11,8220,LG401-03,5557858.221,822,11,0,5488380,0.00758062,9.5894E-07,10924.51953
2868,2484,2484,829834.5337,10,47,944,338,10,8200,LG401-T2,27162632.34,820,10,0,26888300,0.012830157,4.36287E-06,49704.25
2869,2484,2484,829834.5337,11,48,951,341,11,8220,LG401-03,5557858.221,822,11,0,5488380,0.032195348,6.84787E-05,780132.25
2870,2485,2485,829824.9452,11,48,951,341,11,8220,LG401-03,5557858.221,822,11,0,5488380,0.032869881,6.44328E-05,734029.6875
2871,2486,2486,829815.3908,9,44,1036,385,9,8210,LG401-T3,33223886.93,821,9,0,32802400,0.014528548,6.54356E-06,74545.47656
2872,2486,2486,829815.3908,11,48,951,341,11,8220,LG401-03,5557858.221,822,11,0,5488380,0.035504636,3.6689E-05,417964.875
2873,2487,2487,829805.8703,9,44,1036,385,9,8210,LG401-T3,33223886.93,821,9,0,32802400,0.024420917,2.86726E-05,326640.4063
2874,2487,2487,829805.8703,11,48,951,341,11,8220,LG401-03,5557858.221,822,11,0,5488380,0.027693361,4.16278E-05,474213.5
2875,2488,2488,829796.3838,9,44,1036,385,9,8210,LG401-T3,33223886.93,821,9,0,32802400,0.030852077,6.19582E-05,705813.6875
2876,2488,2488,829796.3838,11,48,951,341,11,8220,LG401-03,5557858.221,822,11,0,5488380,0.02347448,1.08834E-05,123982.9844
2877,2489,2489,829786.9312,9,44,1036,385,9,8210,LG401-T3,33223886.93,821,9,0,32802400,0.034916964,6.45737E-05,735600.5
2878,2489,2489,829786.9312,11,48,951,341,11,8220,LG401-03,5557858.221,822,11,0,5488380,0.013897799,5.36286E-06,61090.45703
2879,2490,2490,829777.5127,9,44,1036,385,9,8210,LG401-T3,33223886.93,821,9,0,32802400,0.03515821,7.05798E-05,804008.4375
2880,2491,2491,829768.1282,9,44,1036,385,9,8210,LG401-T3,33223886.93,821,9,0,32802400,0.034738826,6.94475E-05,791102.375
2881,2492,2492,829758.7776,9,44,1036,385,9,8210,LG401-T3,33223886.93,821,9,0,32802400,0.034160001,7.28416E-05,829758.875
2882,2493,2493,829749.461,9,44,1036,385,9,8210,LG401-T3,33223886.93,821,9,0,32802400,0.032463321,6.88649E-05,784451.625
2883,2493,2493,829749.461,472,24,1037,386,472,8290,LG402-T2,30569970.06,829,472,0,30309400,0.010083442,3.97674E-06,45300.42188
2884,2494,2494,829740.1784,9,44,1036,385,9,8210,LG401-T3,33223886.93,821,9,0,32802400,0.012897011,6.70933E-06,76425.34375
2885,2494,2494,829740.1784,472,24,1037,386,472,8290,LG402-T2,30569970.06,829,472,0,30309400,0.03506681,5.06033E-05,576423.1875
2886,2494,2494,829740.1784,482,486,941,336,482,8300,LG402-T4,11335460.93,830,482,0,11213400,0.022601474,1.55289E-05,176892.875
2887,2495,2495,829730.9298,472,24,1037,386,472,8290,LG402-T2,30569970.06,829,472,0,30309400,0.016208784,1.1876E-05,135276.2813
2888,2495,2495,829730.9298,482,486,941,336,482,8300,LG402-T4,11335460.93,830,482,0,11213400,0.032101817,5.87883E-05,669651
2889,2496,2496,829721.7151,482,486,941,336,482,8300,LG402-T4,11335460.93,830,482,0,11213400,0.016502726,8.10291E-06,92297.07031
2890,2503,2503,830675.2385,105,243,1029,381,105,5320,BA104B,29859945.28,532,105,0,29662700,0.016812257,1.06371E-05,121300.0703
2891,2504,2504,830662.8938,105,243,1029,381,105,5320,BA104B,29859945.28,532,105,0,29662700,0.033374604,7.18172E-05,818981.6875
2892,2505,2505,830650.5833,105,243,1029,381,105,5320,BA104B,29859945.28,532,105,0,29662700,0.034159998,7.28416E-05,830650.5
2893,2506,2506,830638.3068,105,243,1029,381,105,5320,BA104B,29859945.28,532,105,0,29662700,0.03416,7.28416E-05,830638.3125
2894,2507,2507,830626.0645,105,243,1029,381,105,5320,BA104B,29859945.28,532,105,0,29662700,0.03416,7.28416E-05,830626.0625
2895,2508,2508,830613.8563,105,243,1029,381,105,5320,BA104B,29859945.28,532,105,0,29662700,0.026255771,2.85033E-05,325024.9688
2896,2508,2508,830613.8563,318,245,552,99,318,5260,BA104A-04,3248474.346,526,318,0,3226270,0.029027553,4.43383E-05,505590.2188
2897,2509,2509,830601.6822,313,246,1028,380,313,5270,BA104A-03,1577064.237,527,313,0,1566510,0.023697713,2.96951E-05,338606.7813
2898,2509,2509,830601.6822,318,245,552,99,318,5260,BA104A-04,3248474.346,526,318,0,3226270,0.026962616,4.31465E-05,491994.7813
2899,2510,2510,830589.5422,243,253,1032,383,243,5310,BA104C,46547680.5,531,243,0,46253600,0.032077851,5.97533E-05,681345.75
2900,2510,2510,830589.5422,313,246,1028,380,313,5270,BA104A-03,1577064.237,527,313,0,1566510,0.019650804,1.24621E-05,142104.2188
2901,2510,2510,830589.5422,334,259,1033,384,334,5250,BA104A-02,2062115.646,525,334,0,2049080,0.004691525,6.26226E-07,7140.522461
2902,2511,2511,830577.4363,243,253,1032,383,243,5310,BA104C,46547680.5,531,243,0,46253600,0.03835013,3.39479E-05,387090.4375
2903,2511,2511,830577.4363,334,259,1033,384,334,5250,BA104A-02,2062115.646,525,334,0,2049080,0.027902664,3.88937E-05,443487.1563
2904,2512,2512,830565.3645,243,253,1032,383,243,5310,BA104C,46547680.5,531,243,0,46253600,0.034159998,7.28416E-05,830565.25
2905,2513,2513,830553.3269,243,253,1032,383,243,5310,BA104C,46547680.5,531,243,0,46253600,0.03416,7.28416E-05,830553.3125
2906,2514,2514,830541.3233,243,253,1032,383,243,5310,BA104C,46547680.5,531,243,0,46253600,0.03416,7.28416E-05,830541.3125
2907,2515,2515,830529.3538,243,253,1032,383,243,5310,BA104C,46547680.5,531,243,0,46253600,0.034159998,7.28416E-05,830529.25
2908,2516,2516,830517.4184,240,254,645,172,240,6080,XBGX03-T4,15350697.7,608,240,0,15267400,0.022067518,1.95715E-05,223147.1406
2909,2516,2516,830517.4184,243,253,1032,383,243,5310,BA104C,46547680.5,531,243,0,46253600,0.019694196,6.34582E-06,72354.1875
2910,2516,2516,830517.4184,349,444,530,98,349,6180,XBGX03-T3,8442962.932,618,349,0,8397410,0.028157853,4.69243E-05,535017.8125
2911,2517,2517,830505.5171,240,254,645,172,240,6080,XBGX03-T4,15350697.7,608,240,0,15267400,0.020723606,1.25548E-05,143144.75
2912,2517,2517,830505.5171,349,444,530,98,349,6180,XBGX03-T3,8442962.932,618,349,0,8397410,0.031138903,6.02868E-05,687360.75
2913,2518,2518,830493.6499,240,254,645,172,240,6080,XBGX03-T4,15350697.7,608,240,0,15267400,0.019832636,1.19663E-05,136430.2344
2914,2518,2518,830493.6499,349,444,530,98,349,6180,XBGX03-T3,8442962.932,618,349,0,8397410,0.031242984,5.99391E-05,683388.75
2915,2518,2518,830493.6499,354,445,649,176,354,6140,XBGX03-06,4035624.622,614,354,0,4016470,0.004878749,9.36122E-07,10672.68457
2916,2519,2519,830481.8168,240,254,645,172,240,6080,XBGX03-T4,15350697.7,608,240,0,15267400,0.002243526,1.94429E-07,2216.702393
2917,2519,2519,830481.8168,349,444,530,98,349,6180,XBGX03-T3,8442962.932,618,349,0,8397410,0.019799427,2.0754E-05,236623.875
2918,2519,2519,830481.8168,354,445,649,176,354,6140,XBGX03-06,4035624.622,614,354,0,4016470,0.020401407,1.40024E-05,159644.3281
2919,2519,2519,830481.8168,355,446,650,177,355,6170,XBGX03-07,3042887.021,617,355,0,3028190,0.027612843,3.78907E-05,431999.875
2920,2520,2520,830470.0178,236,299,628,155,236,6160,XBGX03-T2,12674650.71,616,236,0,12629300,0.021265155,1.8617E-05,212252.7969
2921,2520,2520,830470.0178,354,445,649,176,354,6140,XBGX03-06,4035624.622,614,354,0,4016470,0.011399228,4.34467E-06,49533.35156
2922,2520,2520,830470.0178,355,446,650,177,355,6170,XBGX03-07,3042887.021,617,355,0,3028190,0.031408685,4.98799E-05,568682.5
2923,2521,2521,830458.2529,236,299,628,155,236,6160,XBGX03-T2,12674650.71,616,236,0,12629300,0.03416,7.28416E-05,830458.25
2924,2522,2522,830446.5221,236,299,628,155,236,6160,XBGX03-T2,12674650.71,616,236,0,12629300,0.032558717,6.35892E-05,724963.75
2925,2522,2522,830446.5221,350,298,346,69,350,3530,NS011-T1-21,35699193.88,353,350,0,35554800,0.015229899,9.25242E-06,105485.0703
2926,2523,2523,830434.8253,236,299,628,155,236,6160,XBGX03-T2,12674650.71,616,236,0,12629300,0.032384085,5.8842E-05,670831.625
2927,2523,2523,830434.8253,350,298,346,69,350,3530,NS011-T1-21,35699193.88,353,350,0,35554800,0.024530206,1.39996E-05,159603.2344
2928,2524,2524,830423.1626,236,299,628,155,236,6160,XBGX03-T2,12674650.71,616,236,0,12629300,0.031238325,5.16052E-05,588318.25
2929,2524,2524,830423.1626,350,298,346,69,350,3530,NS011-T1-21,35699193.88,353,350,0,35554800,0.022840332,2.12364E-05,242104.8594
2930,2525,2525,830411.534,235,290,681,187,235,6520,BA402E-01,19726674.48,652,235,0,19672200,0.029633759,4.58698E-05,522926.75
2931,2525,2525,830411.534,236,299,628,155,236,6160,XBGX03-T2,12674650.71,616,236,0,12629300,0.023427416,2.46027E-05,280475.4688
2932,2525,2525,830411.534,350,298,346,69,350,3530,NS011-T1-21,35699193.88,353,350,0,35554800,0.006767787,2.36908E-06,27008.84961
2933,2526,2526,830399.9395,235,290,681,187,235,6520,BA402E-01,19726674.48,652,235,0,19672200,0.03416,7.28416E-05,830399.9375
2934,2527,2527,830388.3791,235,290,681,187,235,6520,BA402E-01,19726674.48,652,235,0,19672200,0.03416,7.28416E-05,830388.375
2935,2528,2528,830376.8527,235,290,681,187,235,6520,BA402E-01,19726674.48,652,235,0,19672200,0.026561603,3.00382E-05,342429.9375
2936,2528,2528,830376.8527,248,403,721,227,248,6530,BA402A-05,1841180.725,653,248,0,1834140,0.002996549,2.48933E-07,2837.700195
2937,2528,2528,830376.8527,276,432,723,229,276,6510,BA402B-01,2167836.864,651,276,0,2161580,0.026245491,4.25544E-05,485108.7813
2938,2529,2529,830365.3604,276,432,723,229,276,6510,BA402B-01,2167836.864,651,276,0,2161580,0.029591086,4.63928E-05,528866.1875
2939,2529,2529,830365.3604,298,430,725,231,298,6620,BA402C-02,1754125.112,662,298,0,1749090,0.024824666,2.64488E-05,301496.875
2940,2530,2530,830353.9022,297,429,711,217,297,6630,BA402C-07,1296348.292,663,297,0,1292100,0.001263528,6.8308E-08,778.6450195
2941,2530,2530,830353.9022,298,430,725,231,298,6620,BA402C-02,1754125.112,662,298,0,1749090,0.033758186,7.27211E-05,828980.3125
2942,2530,2530,830353.9022,299,431,710,216,299,6660,BA402C-03,2316615.139,666,299,0,2309210,0.001124778,5.21808E-08,594.8457031
2943,2531,2531,830342.4781,297,429,711,217,297,6630,BA402C-07,1296348.292,663,297,0,1292100,0.022782401,2.65415E-05,302551.4688
2944,2531,2531,830342.4781,298,430,725,231,298,6620,BA402C-02,1754125.112,662,298,0,1749090,0.018959552,1.59301E-05,181592.375
2945,2531,2531,830342.4781,299,431,710,216,299,6660,BA402C-03,2316615.139,666,299,0,2309210,0.017107076,1.24042E-05,141401.1563
2946,2531,2531,830342.4781,310,434,709,215,310,6670,BA402C-06,1795768.443,667,310,0,1789820,0.018378555,1.79659E-05,204799.2031
